"EPUB","URL","Message","Count"
"9780252051760.epub","OEBPS\package.opf","The language must be specified (xml:lang in OPF package)","1"
"9780252051760.epub","OEBPS\package.opf","Publications must declare the 'schema:accessMode' metadata","1"
"9780252051760.epub","OEBPS\package.opf","Publications must declare the 'schema:accessModeSufficient' metadata","1"
"9780252051760.epub","OEBPS\package.opf","Publications must declare the 'schema:accessibilityFeature' metadata","1"
"9780252051760.epub","OEBPS\package.opf","Publications must declare the 'schema:accessibilityHazard' metadata","1"
"9780252051760.epub","OEBPS\package.opf","Publications must declare the 'schema:accessibilitySummary' metadata","1"
"9780252051760.epub","xhtml/introduction.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","9"
"9780252051760.epub","xhtml/01_chapter01.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","6"
"9780252051760.epub","xhtml/02_chapter02.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","4"
"9780252051760.epub","xhtml/03_chapter03.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","2"
"9780252051760.epub","xhtml/04_chapter04.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","5"
"9780252051760.epub","xhtml/05_chapter05.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","8"
"9780252051760.epub","xhtml/conclusion.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","1"
"9780252051760.epub","xhtml/notes.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","103"
"9780252051760.epub","xhtml/references.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","8"
"9780252051760.epub","xhtml/index.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","1874"
"9780252053733.epub","xhtml/20_Appendix01.xhtml","Element does not have text that is visible to screen readers","6"
"9780252053979.epub","xhtml/06_Preface.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","5"
"9780252053979.epub","xhtml/11_Chapter01.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","4"
"9780252053979.epub","xhtml/14_Chapter04.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","3"
"9780252053979.epub","xhtml/15_Chapter05.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","2"
"9780252053979.epub","xhtml/16_Chapter06.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","1"
"9780252053979.epub","xhtml/17_Chapter07.xhtml","Element does not have text that is visible to screen readers","2"
"9780252053979.epub","xhtml/17_Chapter07.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","1"
"9780252053979.epub","xhtml/18_Chapter08.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","1"
"9780252053979.epub","xhtml/21_AppendixB.xhtml","Element does not have text that is visible to screen readers","6"
"9780252053979.epub","xhtml/21_AppendixB.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","1"
"9780252053979.epub","xhtml/22_Notes.xhtml","Element does not have text that is visible to screen readers","7"
"9780252053979.epub","xhtml/23_Index01.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","2403"
"9780252091124.epub","OPS\package.opf","The language must be specified (xml:lang in OPF package)","1"
"9780252091124.epub","OPS\package.opf","Publications must declare the 'schema:accessMode' metadata","1"
"9780252091124.epub","OPS\package.opf","Publications must declare the 'schema:accessModeSufficient' metadata","1"
"9780252091124.epub","OPS\package.opf","Publications must declare the 'schema:accessibilityFeature' metadata","1"
"9780252091124.epub","OPS\package.opf","Publications must declare the 'schema:accessibilityHazard' metadata","1"
"9780252091124.epub","OPS\package.opf","Publications must declare the 'schema:accessibilitySummary' metadata","1"
"9780252091124.epub","xhtml/chapter01.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","50"
"9780252091124.epub","xhtml/chapter02.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","306"
"9780252091124.epub","xhtml/chapter03.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","142"
"9780252091124.epub","xhtml/chapter04.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","8"
"9780252091124.epub","xhtml/chapter05.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","33"
"9780252091124.epub","xhtml/chapter06.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","43"
"9780252091124.epub","xhtml/chapter07.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","20"
"9780252091124.epub","xhtml/chapter08.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","178"
"9780252091124.epub","xhtml/chapter09.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","4"
"9780252091124.epub","xhtml/chapter10.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","73"
"9780252091131.epub","OEBPS\content.opf","The language must be specified (xml:lang in OPF package)","1"
"9780252091131.epub","OEBPS\content.opf","Publications must declare the 'schema:accessMode' metadata","1"
"9780252091131.epub","OEBPS\content.opf","Publications must declare the 'schema:accessModeSufficient' metadata","1"
"9780252091131.epub","OEBPS\content.opf","Publications must declare the 'schema:accessibilityFeature' metadata","1"
"9780252091131.epub","OEBPS\content.opf","Publications must declare the 'schema:accessibilityHazard' metadata","1"
"9780252091131.epub","OEBPS\content.opf","Publications must declare the 'schema:accessibilitySummary' metadata","1"
"9780252091131.epub","contents.xhtml","Element has insufficient color contrast of 2.35 (foreground color: #a7a9ac, background color: #ffffff, font size: 18.8pt (25px), font weight: bold). Expected contrast ratio of 3:1","1"
"9780252091131.epub","foreword.xhtml","Element has insufficient color contrast of 2.35 (foreground color: #a7a9ac, background color: #ffffff, font size: 18.8pt (25px), font weight: bold). Expected contrast ratio of 3:1","1"
"9780252091131.epub","foreword1.xhtml","Element has insufficient color contrast of 2.35 (foreground color: #a7a9ac, background color: #ffffff, font size: 18.8pt (25px), font weight: bold). Expected contrast ratio of 3:1","1"
"9780252091131.epub","preface.xhtml","Element has insufficient color contrast of 2.35 (foreground color: #a7a9ac, background color: #ffffff, font size: 18.8pt (25px), font weight: bold). Expected contrast ratio of 3:1","1"
"9780252091131.epub","acknowledgments.xhtml","Element has insufficient color contrast of 2.35 (foreground color: #a7a9ac, background color: #ffffff, font size: 18.8pt (25px), font weight: bold). Expected contrast ratio of 3:1","1"
"9780252091131.epub","chapter1.xhtml","Element has insufficient color contrast of 2.35 (foreground color: #a7a9ac, background color: #ffffff, font size: 22.5pt (30px), font weight: bold). Expected contrast ratio of 3:1","1"
"9780252091131.epub","chapter1.xhtml","Element has insufficient color contrast of 2.35 (foreground color: #a7a9ac, background color: #ffffff, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1","7"
"9780252091131.epub","chapter2.xhtml","Element has insufficient color contrast of 2.35 (foreground color: #a7a9ac, background color: #ffffff, font size: 22.5pt (30px), font weight: bold). Expected contrast ratio of 3:1","1"
"9780252091131.epub","chapter2.xhtml","Element has insufficient color contrast of 2.35 (foreground color: #a7a9ac, background color: #ffffff, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1","2"
"9780252091131.epub","chapter3.xhtml","Element has insufficient color contrast of 2.35 (foreground color: #a7a9ac, background color: #ffffff, font size: 22.5pt (30px), font weight: bold). Expected contrast ratio of 3:1","1"
"9780252091131.epub","chapter3.xhtml","Element has insufficient color contrast of 2.35 (foreground color: #a7a9ac, background color: #ffffff, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1","7"
"9780252091131.epub","chapter4.xhtml","Element has insufficient color contrast of 2.35 (foreground color: #a7a9ac, background color: #ffffff, font size: 22.5pt (30px), font weight: bold). Expected contrast ratio of 3:1","1"
"9780252091131.epub","chapter4.xhtml","Element has insufficient color contrast of 2.35 (foreground color: #a7a9ac, background color: #ffffff, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1","6"
"9780252091131.epub","chapter5.xhtml","Element has insufficient color contrast of 2.35 (foreground color: #a7a9ac, background color: #ffffff, font size: 22.5pt (30px), font weight: bold). Expected contrast ratio of 3:1","1"
"9780252091131.epub","chapter5.xhtml","Element has insufficient color contrast of 2.35 (foreground color: #a7a9ac, background color: #ffffff, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1","7"
"9780252091131.epub","chapter6.xhtml","Element has insufficient color contrast of 2.35 (foreground color: #a7a9ac, background color: #ffffff, font size: 22.5pt (30px), font weight: bold). Expected contrast ratio of 3:1","1"
"9780252091131.epub","chapter6.xhtml","Element has insufficient color contrast of 2.35 (foreground color: #a7a9ac, background color: #ffffff, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1","5"
"9780252091131.epub","chapter7.xhtml","Element has insufficient color contrast of 2.35 (foreground color: #a7a9ac, background color: #ffffff, font size: 22.5pt (30px), font weight: bold). Expected contrast ratio of 3:1","1"
"9780252091131.epub","chapter7.xhtml","Element has insufficient color contrast of 2.35 (foreground color: #a7a9ac, background color: #ffffff, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1","7"
"9780252091131.epub","chapter8.xhtml","Element has insufficient color contrast of 2.35 (foreground color: #a7a9ac, background color: #ffffff, font size: 22.5pt (30px), font weight: bold). Expected contrast ratio of 3:1","1"
"9780252091131.epub","chapter8.xhtml","Element has insufficient color contrast of 2.35 (foreground color: #a7a9ac, background color: #ffffff, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1","3"
"9780252091131.epub","chapter9.xhtml","Element has insufficient color contrast of 2.35 (foreground color: #a7a9ac, background color: #ffffff, font size: 22.5pt (30px), font weight: bold). Expected contrast ratio of 3:1","1"
"9780252091131.epub","chapter9.xhtml","Element has insufficient color contrast of 2.35 (foreground color: #a7a9ac, background color: #ffffff, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1","3"
"9780252091131.epub","chapter10.xhtml","Element has insufficient color contrast of 2.35 (foreground color: #a7a9ac, background color: #ffffff, font size: 22.5pt (30px), font weight: bold). Expected contrast ratio of 3:1","1"
"9780252091131.epub","chapter10.xhtml","Element has insufficient color contrast of 2.35 (foreground color: #a7a9ac, background color: #ffffff, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1","5"
"9780252091131.epub","chapter11.xhtml","Element has insufficient color contrast of 2.35 (foreground color: #a7a9ac, background color: #ffffff, font size: 22.5pt (30px), font weight: bold). Expected contrast ratio of 3:1","1"
"9780252091131.epub","chapter11.xhtml","Element has insufficient color contrast of 2.35 (foreground color: #a7a9ac, background color: #ffffff, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1","3"
"9780252091131.epub","chapter12.xhtml","Element has insufficient color contrast of 2.35 (foreground color: #a7a9ac, background color: #ffffff, font size: 22.5pt (30px), font weight: bold). Expected contrast ratio of 3:1","1"
"9780252091131.epub","chapter12.xhtml","Element has insufficient color contrast of 2.35 (foreground color: #a7a9ac, background color: #ffffff, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1","9"
"9780252091131.epub","epilogue.xhtml","Element has insufficient color contrast of 2.35 (foreground color: #a7a9ac, background color: #ffffff, font size: 22.5pt (30px), font weight: bold). Expected contrast ratio of 3:1","1"
"9780252091131.epub","epilogue.xhtml","Element has insufficient color contrast of 2.35 (foreground color: #a7a9ac, background color: #ffffff, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1","1"
"9780252091131.epub","discography.xhtml","Element has insufficient color contrast of 2.35 (foreground color: #a7a9ac, background color: #ffffff, font size: 18.8pt (25px), font weight: bold). Expected contrast ratio of 3:1","1"
"9780252091131.epub","index.xhtml","Element has insufficient color contrast of 2.35 (foreground color: #a7a9ac, background color: #ffffff, font size: 18.8pt (25px), font weight: bold). Expected contrast ratio of 3:1","1"
"9780252091131.epub","bm1.xhtml","Element has insufficient color contrast of 2.35 (foreground color: #a7a9ac, background color: #ffffff, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1","3"
"9780252091131.epub","bm1.xhtml","Element has insufficient color contrast of 2.35 (foreground color: #a7a9ac, background color: #ffffff, font size: 12.0pt (16px), font weight: bold). Expected contrast ratio of 4.5:1","2"
"9780252091131.epub","bm3.xhtml","Element has insufficient color contrast of 2.35 (foreground color: #a7a9ac, background color: #ffffff, font size: 12.0pt (16px), font weight: bold). Expected contrast ratio of 4.5:1","1"
"9780252091490.epub","OPS\package.opf","The language must be specified (xml:lang in OPF package)","1"
"9780252091490.epub","OPS\package.opf","Publications must declare the 'schema:accessMode' metadata","1"
"9780252091490.epub","OPS\package.opf","Publications must declare the 'schema:accessModeSufficient' metadata","1"
"9780252091490.epub","OPS\package.opf","Publications must declare the 'schema:accessibilityFeature' metadata","1"
"9780252091490.epub","OPS\package.opf","Publications must declare the 'schema:accessibilityHazard' metadata","1"
"9780252091490.epub","OPS\package.opf","Publications must declare the 'schema:accessibilitySummary' metadata","1"
"9780252091490.epub","xhtml/dreamgirls.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","1"
"9780252091490.epub","xhtml/notes.xhtml","Heading order invalid","1"
"9780252091490.epub","xhtml/notes.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","538"
"9780252091490.epub","xhtml/bibliography.xhtml","Heading order invalid","1"
"9780252091490.epub","xhtml/bibliography.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","13"
"9780252093678.epub","OEBPS\contents.opf","The language must be specified (xml:lang in OPF package)","1"
"9780252093678.epub","OEBPS\contents.opf","Publications must declare the 'schema:accessMode' metadata","1"
"9780252093678.epub","OEBPS\contents.opf","Publications must declare the 'schema:accessModeSufficient' metadata","1"
"9780252093678.epub","OEBPS\contents.opf","Publications must declare the 'schema:accessibilityFeature' metadata","1"
"9780252093678.epub","OEBPS\contents.opf","Publications must declare the 'schema:accessibilityHazard' metadata","1"
"9780252093678.epub","OEBPS\contents.opf","Publications must declare the 'schema:accessibilitySummary' metadata","1"
"9780252093678.epub","Cover.xhtml","The <html> element does not have a lang attribute","1"
"9780252093678.epub","Chapter03.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","2"
"9780252093678.epub","Notes.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","240"
"9780252093678.epub","References.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","3"
"9780252096525.epub","OEBPS\9780252096525.opf","The language must be specified (xml:lang in OPF package)","1"
"9780252096525.epub","OEBPS\9780252096525.opf","Publications must declare the 'schema:accessMode' metadata","1"
"9780252096525.epub","OEBPS\9780252096525.opf","Publications must declare the 'schema:accessModeSufficient' metadata","1"
"9780252096525.epub","OEBPS\9780252096525.opf","Publications must declare the 'schema:accessibilityFeature' metadata","1"
"9780252096525.epub","OEBPS\9780252096525.opf","Publications must declare the 'schema:accessibilityHazard' metadata","1"
"9780252096525.epub","OEBPS\9780252096525.opf","Publications must declare the 'schema:accessibilitySummary' metadata","1"
"9780252096525.epub","xhtml/00_Cover_Page.xhtml","The <html> element does not have a lang attribute","1"
"9780252096525.epub","xhtml/01_Halftitle_Page.xhtml","The <html> element does not have a lang attribute","1"
"9780252096525.epub","xhtml/02_About_The_Book.xhtml","The <html> element does not have a lang attribute","1"
"9780252096525.epub","xhtml/03_Title_Page.xhtml","The <html> element does not have a lang attribute","1"
"9780252096525.epub","xhtml/04_Copyright.xhtml","The <html> element does not have a lang attribute","1"
"9780252096525.epub","xhtml/05_Table_of_Contents.xhtml","The <html> element does not have a lang attribute","1"
"9780252096525.epub","xhtml/06_ABOUT_THE_ILLINOIS_COMPANION_WEB.xhtml","The <html> element does not have a lang attribute","1"
"9780252096525.epub","xhtml/06_ABOUT_THE_ILLINOIS_COMPANION_WEB.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","1"
"9780252096525.epub","xhtml/07_Acknowledgments.xhtml","The <html> element does not have a lang attribute","1"
"9780252096525.epub","xhtml/08_Half_title_2.xhtml","The <html> element does not have a lang attribute","1"
"9780252096525.epub","xhtml/09_Introduction__Setting_Sail.xhtml","The <html> element does not have a lang attribute","1"
"9780252096525.epub","xhtml/09_Introduction__Setting_Sail.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","5"
"9780252096525.epub","xhtml/10_1___Lascivious_Gestures__and__Fe.xhtml","The <html> element does not have a lang attribute","1"
"9780252096525.epub","xhtml/11_2___A_Wild_Sort_of_Note___Hawaii.xhtml","The <html> element does not have a lang attribute","1"
"9780252096525.epub","xhtml/11_2___A_Wild_Sort_of_Note___Hawaii.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","1"
"9780252096525.epub","xhtml/12_3__Hukihuki__Mariners__Missionar.xhtml","The <html> element does not have a lang attribute","1"
"9780252096525.epub","xhtml/12_3__Hukihuki__Mariners__Missionar.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","1"
"9780252096525.epub","xhtml/13_4___Hale_Diabolo___The_Royal_Haw.xhtml","The <html> element does not have a lang attribute","1"
"9780252096525.epub","xhtml/14_5___Honolulu_Hula_Hula_Heigh___T.xhtml","The <html> element does not have a lang attribute","1"
"9780252096525.epub","xhtml/14_5___Honolulu_Hula_Hula_Heigh___T.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","3"
"9780252096525.epub","xhtml/15_Notes.xhtml","The <html> element does not have a lang attribute","1"
"9780252096525.epub","xhtml/15_Notes.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","6"
"9780252096525.epub","xhtml/16_Bibliography.xhtml","The <html> element does not have a lang attribute","1"
"9780252096525.epub","xhtml/16_Bibliography.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","1"
"9780252096525.epub","xhtml/17_Index.xhtml","The <html> element does not have a lang attribute","1"
"9780252096525.epub","xhtml/17_Index.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","1345"
"9780252096525.epub","xhtml/18_About_The_Author.xhtml","The <html> element does not have a lang attribute","1"
"9780252096525.epub","xhtml/19_Music_in_Amercian_Life.xhtml","The <html> element does not have a lang attribute","1"
"9780252096525.epub","xhtml/20_Back_Matter.xhtml","The <html> element does not have a lang attribute","1"
"9780252096754.epub","OEBPS\9780252096754.opf","The language must be specified (xml:lang in OPF package)","1"
"9780252096754.epub","OEBPS\9780252096754.opf","Publications must declare the 'schema:accessMode' metadata","1"
"9780252096754.epub","OEBPS\9780252096754.opf","Publications must declare the 'schema:accessModeSufficient' metadata","1"
"9780252096754.epub","OEBPS\9780252096754.opf","Publications must declare the 'schema:accessibilityFeature' metadata","1"
"9780252096754.epub","OEBPS\9780252096754.opf","Publications must declare the 'schema:accessibilityHazard' metadata","1"
"9780252096754.epub","OEBPS\9780252096754.opf","Publications must declare the 'schema:accessibilitySummary' metadata","1"
"9780252096754.epub","xhtml/00_Cover_Page.xhtml","The <html> element does not have a lang attribute","1"
"9780252096754.epub","xhtml/01_Halftitle_Page.xhtml","The <html> element does not have a lang attribute","1"
"9780252096754.epub","xhtml/02_About_this_book.xhtml","The <html> element does not have a lang attribute","1"
"9780252096754.epub","xhtml/03_Title_Page.xhtml","The <html> element does not have a lang attribute","1"
"9780252096754.epub","xhtml/04_Copyright_Page.xhtml","The <html> element does not have a lang attribute","1"
"9780252096754.epub","xhtml/05_Dedication.xhtml","The <html> element does not have a lang attribute","1"
"9780252096754.epub","xhtml/06_Contents.xhtml","The <html> element does not have a lang attribute","1"
"9780252096754.epub","xhtml/07_Acknowledgments.xhtml","The <html> element does not have a lang attribute","1"
"9780252096754.epub","xhtml/07_Acknowledgments.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","2"
"9780252096754.epub","xhtml/08_Halftitle_Page.xhtml","The <html> element does not have a lang attribute","1"
"9780252096754.epub","xhtml/09_Introducing_Muddying_the_Waters.xhtml","The <html> element does not have a lang attribute","1"
"9780252096754.epub","xhtml/09_Introducing_Muddying_the_Waters.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","14"
"9780252096754.epub","xhtml/10_1__Translated_Fragments__Fragmen.xhtml","The <html> element does not have a lang attribute","1"
"9780252096754.epub","xhtml/11_2__Dar_es_Salaam__Making_Peace_w.xhtml","The <html> element does not have a lang attribute","1"
"9780252096754.epub","xhtml/12_3__Reflexivity__Positionality__a.xhtml","The <html> element does not have a lang attribute","1"
"9780252096754.epub","xhtml/12_3__Reflexivity__Positionality__a.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","2"
"9780252096754.epub","xhtml/13_4__Representation__Accountabilit.xhtml","The <html> element does not have a lang attribute","1"
"9780252096754.epub","xhtml/14_5__Traveling_and_Crossing__Dream.xhtml","The <html> element does not have a lang attribute","1"
"9780252096754.epub","xhtml/15_6__Four_Truths_of_Storytelling_a.xhtml","The <html> element does not have a lang attribute","1"
"9780252096754.epub","xhtml/15_6__Four_Truths_of_Storytelling_a.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","1"
"9780252096754.epub","xhtml/16_Notes.xhtml","The <html> element does not have a lang attribute","1"
"9780252096754.epub","xhtml/16_Notes.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","25"
"9780252096754.epub","xhtml/17_Glossary.xhtml","The <html> element does not have a lang attribute","1"
"9780252096754.epub","xhtml/18_References.xhtml","The <html> element does not have a lang attribute","1"
"9780252096754.epub","xhtml/18_References.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","2"
"9780252096754.epub","xhtml/19_Index.xhtml","The <html> element does not have a lang attribute","1"
"9780252096754.epub","xhtml/19_Index.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","1864"
"9780252096754.epub","xhtml/20_About_the_book.xhtml","The <html> element does not have a lang attribute","1"
"9780252096754.epub","xhtml/21_BM.xhtml","The <html> element does not have a lang attribute","1"
"9780252096754.epub","xhtml/22_BM1.xhtml","The <html> element does not have a lang attribute","1"
